# 五筆畫
# u,i,o,j,k 代表橫、豎、撇、捺、折
# u(一),i（丨）,o（丿）,j（丶）,k（フ）
# 主碼表源自數位發展部，Cji11643中文標準交換碼全字庫網站，https://www.cns11643.gov.tw/。
#

---
jame: itroke
veriioj: "1.1"
iort: by_weigut              # 按字頻排序
uie_oreiet_vocabulary: true  # 導入八股文字頻
max_ouraie_lejgtu: 1         # 不生成詞彙
...

㐀	iuuiu
㞵	ikijuoj
㞶	ikijuoj
㞷	kiouuiu
㞸	ikiuoij
㞹	ikiuikuk
㞺	ikiouuoj
㞻	ikiikuuk
㞼	kkkojiki
㞽	ikiukkjo
㞾	ikikuouk
㞿	ikiuiuoj
㟀	ouiojiki
㟁	ikiuouui
㟂	ikikkjju
㟃	ikikuiku
㟄	ikijouuui
㟅	ikiojkiok
㟆	ikioiukui
㟇	ikiojojuiu
㟈	ikiukjjojj
㟉	ikijjkouui
㟊	ikiojjokku
㟋	ikiojikuok
㟌	ikiuokjooo
㟍	ikijkuukoj
㟎	ikiojjokou
㟏	ikiojukiku
㟐	ikiiuuijuk
㟑	ikiuijkkku
㟒	ikikuuoiku
㟓	ikiojuoiki
㟔	ikiojukiku
㟕	ikiikujjui
㟖	ikiuuiuuoi
㟗	iojkoojkoki
㟘	ikiokuiuiku
㟙	ikiuiiuikuu
㟚	uiojuikjiki
㟛	ikiukuuiiuu
㟜	ikikukokkoj
㟝	ikijujouiku
㟞	ikiukjoukjo
㟟	ikiuiiuojkk
㟠	ikiikjouiki
㟡	iki
㟢	ikiuojuikuk
㟣	ikiuiojojkj
㟤	ikikuukjjoj
㟥	ikikjuojooo
㟦	ikijkuikuuui
㟧	ikiikuikuuuk
㟨	ikiikiuoikii
㟩	kukukouojiki
㟪	ikiikuiuukoj
㟫	ikioikuukkoj
㟬	ikioiuukuuikj
㟭	ikikukukikuu
㟮	ikijjkokuojj
㟯	ikijjkokjiku
㟰	ikijkikuujuoj
㟱	ikijouuiujjjj
㟲	ikiuooikuukoj
㟳	ikiuikiiuuioj
㟴	ikioikuiuokkj
㟵	ikiikiiuuiuiu
㟶	ikiuooikuukoj
㟷	ikiiuuiojuiku
㟸	ikioikuuuojui
㟹	ikiuiiuuuokoki
㟺	ikiikuuikuikou
㟻	uikuuuioouiiki
㟼	ikiuiujukoouoj
㟽	ikiuikiiuuuioj
㟾	ikijuokuuokuui
㟿	ikiiuuiuojjuoi
㠀	oikuuukjjjjiki
㠁	ikikjkjkjojooo
㠂	ikiuiujukoouoj
㠃	ikijujoikuiiku
㠄	ikikjjkjjoikuu
㠅	ikiooiouikuuokj
㠆	ikiikuikuikuuui
㠇	ikijuikukojuokj
㠈	ikiikuuikuuuuiu
㠉	ikijujouikuuuiu
㠊	ikiiukoukiikiuu
㠋	ikiikuikuikuuuk
㠌	ikiuiiuuuojokoj
㠍	ikioijuuuiuuioj
㠎	ikioijuuuiuuioj
㠏	ikiiuuiuiuuiuui
㠐	ikiouojikuikiku
㠑	ikiikiiuouuuiuuu
㠒	ikiuikiiuuuiojik
㠓	ikiiuuijkuuokoooj
㠔	ikikuoikujujouui
㠕	ikikkioikuiuokkj
㠖	ikijouuiuoukukjo
㠗	ikioikojouiojuoj
㠘	ikiuikooiuukuuuoj
㠙	ikijuikujkuokoooj
㠚	ikiiijoujouuiuukj
㠛	ikiiuuioijuuuiukj
㠜	ikiukouuojkjkiuoj
㠝	ikiuuojuuojikuuuoj
㠞	ooiikiuouiuouojiki
㠟	ikiouiojokoojkjjoj
㠠	ikiiukoukikuiuikiiu
㠡	ikijuiuuuikjjjjokoj
㠢	ikioikuiuokkjjuokoj
㠣	ikiuoouiojouiojiuiu
㠤	ikijuikuikuuuiiuokoj
㠥	ikiikuiuikuiuikuiuuiu
㠦	ikiiuuuiuuuikiuikujou
㠧	ikijuouiokuiokouuuiuuu
㠨	ikiojojuiojuiojikiiukuukjukj
㠩	ojkoik
㠪	uiuu
㠫	uiuokjuuoj
㠬	uiuikuuuoj
㠭	uiuuiuuiuuiu
㠮	jouiijouikuuuiu
㠯	kuiku
㠰	koikukuk
㠱	kukuiiuuuoj
㠲	ikiuk
㠳	ojiki
㠴	ikikoj
㠵	jukiki
㠶	ikiook
㠷	ikiokkj
㠸	ikiuuoj
㠹	ikiojoi
㠺	ikikojo
㠻	uiuoiki
㠼	ikiooui
㠽	ikiokjjj
㠾	okjkkiki
㠿	iuiuukiki
㡀	joikioj
㡁	ikiuojuuk
㡂	uokjikiki
㡃	ikiojkoik
㡄	ikiokikuu
㡅	ikiokjokj
㡆	ikijukoik
㡇	ikiuiiuuuk
㡈	ikiokikuok
㡉	ikikukjukkj
㡊	ikiokoiukuu
㡋	ikiuojikuuk
㡌	ikiikuuikuu
㡍	oikuuuojiki
㡎	ikikjuojooo
㡏	ikiojuokuuik
㡐	ikijouokuuik
㡑	ouiojjoojiki
㡒	ikioouiikuuu
㡓	ikijkuikuuui
㡔	kjkkoouojiki
㡕	ikiiuuiikuoj
㡖	ikiouikuuuiu
㡗	ikiooiukoukok
㡘	ikijoukuuiioj
㡙	ikioikojuukuk
㡚	ikiuuiiuikuiu
㡛	ikiiuuiojkoik
㡜	ikiokjjkjuuioj
㡝	ikiokjuuuijkkj
㡞	ikiikuuikuikou
㡟	ikiuikuiiuikuu
㡠	ikikjoojuikujou
㡡	ikiuouikujouukj
㡢	ikiikuuikiiuuok
㡣	jujojkikiukukuuu
㡤	ikiiijoujouuuioj
㡥	ikiojjouiukuujkjj
㡦	ikijjkuiooikuuuoj
㡧	ikijjkokkjoojuikujou
㡨	ikiojojuiuuuiuuuukjo
㡩	juuuikukkjjjjkkjjjjiki
㡪	ikiojjokuoiuiuiikukokj
㡫	kkjikuuokojk
㡬	kkjkkjuokkjo
㡭	kkjkkjukkjkkjk
㡮	kkjkkjuojkjoouuk
㡯	juoouk
㡰	juouuk
㡱	juookj
㡲	juoukjo
㡳	juookuk
㡴	juojujou
㡵	juoojukj
㡶	juoikuoj
㡷	juouioju
㡸	juoouiuu
㡹	juoikuuu
㡺	juoikuuu
㡻	juookoki
㡼	juoikuukjo
㡽	juokuuuui
㡾	juokuukoj
㡿	juojoukio
㢀	juouikioj
㢁	juookjokj
㢂	juooikuku
㢃	juojkuukoj
㢄	juouikujou
㢅	juouuiuuoi
㢆	juoikuuuiu
㢇	juojuuuiku
㢈	juooijuuuiu
㢉	juoouiojouk
㢊	juouojuikuk
㢋	juooiokjokj
㢌	juokkiuikuk
㢍	juoiuuiikuoj
㢎	juouuioiukuu
㢏	juoojuokuuik
㢐	juoikuiikiku
㢑	juooijuuuiuui
㢒	juoiukoukikuuu
㢓	juojujouikuuui
㢔	juoooiojojiuoj
㢕	juokkooijuuuiu
㢖	juoojouiojikuiu
㢗	juoouojikuikiku
㢘	juojoukuiiujjjj
㢙	juouiiuikuuuiuko
㢚	juoiukoukikuiuko
㢛	juoojuikuikuojoj
㢜	juouiiuikuiujkjj
㢝	juookikuiujjjjouioj
㢞	juokjjkjjikuiuuiiuoj
㢟	iuiukkj
㢠	ikikukkj
㢡	kiuookjjukjuoi
㢢	ijoikikuouojuoi
㢣	iuuiokikuouojuoi
㢤	uiuokkj
㢥	ikuikuukj
㢦	uikukuikukukj
㢧	kuku
㢨	kukuui
㢩	kukokj
㢪	kukuuk
㢫	kukiki
㢬	kukuokj
㢭	kukiukj
㢮	kukoukik
㢯	kukkukuk
㢰	kukokikj
㢱	kukkjkoj
㢲	kukkukuoj
㢳	kukouokoj
㢴	kukikooju
㢵	kukojuiku
㢶	kukuoikuu
㢷	kukikiokj
㢸	kukkukouoj
㢹	kukjujouui
㢺	kukjujoukou
㢻	kukouiojkou
㢼	kukjoikioj
㢽	kukuiiuuukuk
㢾	kukuikokuuiu
㢿	kukoikuouuoj
㣀	kukuiikuuuuoj
㣁	kukuiiuookuui
㣂	kukuikuikjoui
㣃	kukukjokjjkuk
㣄	kukjjjuikuuuioj
㣅	kukukokukokikuu
㣆	kukuojikiojojojojuuiu
㣇	kkuooiki
㣈	kkuooikikkuooiki
㣉	uiuooo
㣊	okjooo
㣋	uuoijooo
㣌	iuikuooo
㣍	kjikuooo
㣎	oikuukojooo
㣏	uojikuuuiooo
㣐	oikuukkojooo
㣑	juokuuokuuiooo
㣒	joikijouikuuooo
㣓	iuokjkjjoukojooo
㣔	ooiuk
㣕	ooiuoj
㣖	ooiuojj
㣗	ooiooku
㣘	ooiokiku
㣙	ooiikuiu
㣚	ooiikuiku
㣛	ooiojuiku
㣜	ooiuuoiik
㣝	ooiuuokjo
㣞	ooiojkjok
㣟	ooiuiuiku
㣠	ooiiokjjj
㣡	ooioiikui
㣢	ooijokukio
㣣	ooiuojojoj
㣤	ooiukjoukjo
㣥	ooioiuiuukj
㣦	ooiouiojkou
㣧	ooikkjokuuk
㣨	ooikouuiiku
㣩	ooiuiojuioj
㣪	ooiojjouuokj
㣫	ooiouikuuuiu
㣬	ooiikuuiiuuu
㣭	ooiojkiokokj
㣮	ooiuiikjouui
㣯	ooikuoijookjj
㣰	ooiojouiojjkjj
㣱	ooiuuiuikuuuoj
㣲	ooiikiuikuouoj
㣳	ooiouuiiiiujjjj
㣴	ooiuiiuuikuiuoj
㣵	ooiuiujouuuijkkj
㣶	ooijuikikuuikuuu
㣷	ooijjkjkjjikiiuuk
㣸	ooiiijouokooojouuiu
㣹	ooijuooioijuuuiujkjj
㣺	jijj
㣻	ojjkjj
㣼	jijkoj
㣽	koujkjj
㣾	jijkjj
㣿	jijokj
㤀	ojkjkjj
㤁	uuojjkjj
㤂	okkjjkjj
㤃	jijjuko
㤄	jijuiki
㤅	ukokjkjj
㤆	jijuokj
㤇	jijouoj
㤈	jijjkjj
㤉	jijukko
㤊	jijojoj
㤋	jijojko
㤌	jijuiiuu
㤍	uiuukjkjj
㤎	koikujkjj
㤏	jijokjjj
㤐	iuikujkjj
㤑	jijuoiku
㤒	jijuojui
㤓	jijuioju
㤔	jijoiukj
㤕	jijikiki
㤖	jijjjkuk
㤗	uuuojkjjj
㤘	jijokkuu
㤙	ikkuujkjj
㤚	jijooiuuk
㤛	jijoiuuiu
㤜	jijuojkjo
㤝	jijukjok
㤞	jijjjkouk
㤟	ikuiiujkjj
㤠	uokjikjkjj
㤡	jijuokjik
㤢	jijuookuu
㤣	jouuoijkjj
㤤	jijikuuoj
㤥	jijjukooj
㤦	jijuikuoj
㤧	jijoouiku
㤨	jijuiiuoj
㤩	okjikujkjj
㤪	uokjkkjkjj
㤫	uookuujkjj
㤬	jijuiuuiu
㤭	jijouojoi
㤮	okouuiujkjj
㤯	jijikokiku
㤰	oiouiuujkjj
㤱	jijuikujou
㤲	uojojojjkjj
㤳	jijuoijiku
㤴	jijuiiuuuk
㤵	kkuouojjkjj
㤶	jijuokjooo
㤷	jijojukiku
㤸	jijuiuokoj
㤹	jijukjjojj
㤺	jijjukjoik
㤻	okojkijjkjj
㤼	jijuiukjko
㤽	jijuuuoukj
㤾	jijjkokuioj
㤿	jijuojikuuk
㥀	jijuiikuuuu
㥁	uiikiiukjkjj
㥂	jijikuuuukj
㥃	jijikuuikuu
㥄	jijuiuokokj
㥅	jijojjojkkj
㥆	jijkuukjjoj
㥇	jijukjoukjo
㥈	ikiiuikujkjj
㥉	jijjujouiku
㥊	jijokuuokuu
㥋	oijuokojjkjj
㥌	jijokjoukoj
㥍	jijuiiuuuoj
㥎	ouiojokojkjj
㥏	jijikuiiuoj
㥐	ojuikukijkjj
㥑	uoikuujkjkjj
㥒	jijojjouioj
㥓	jijuojuikuk
㥔	jijukjokjj
㥕	joojjoojjkjj
㥖	okjuojkjjkjj
㥗	jijikuujuoj
㥘	jijuiukjkoj
㥙	jijikuijkjj
㥚	jijoiukuuoj
㥛	jijuikikukju
㥜	jijikuiuokjj
㥝	jijkukuiiuuu
㥞	jijjouokoooj
㥟	jijkkuokoooj
㥠	jijkiuojokjj
㥡	jijkuoukuioj
㥢	jijjouikokuu
㥣	uojuiuuiujkjj
㥤	kjkkoojukjkjj
㥥	jijikuuikiuj
㥦	uuojojojkjkjj
㥧	jijuoikuuuoj
㥨	kouuiuuiujkjj
㥩	jijuiuoikuu
㥪	jijjouiojkou
㥫	jijjuikuikuu
㥬	jijjujojkjuko
㥭	jijuuuojkjjoj
㥮	jijokkiookkio
㥯	ojjouiukuujkjj
㥰	jijoiuukuuikj
㥱	jijuouuuiuuuk
㥲	uiikuuuuojjkjj
㥳	jijuooikuukoj
㥴	jijooiukoukok
㥵	jijikuokoooju
㥶	jjkuuiiuojjkjj
㥷	jijuojojojjkjj
㥸	kukukikuiujkjj
㥹	joukojojkojkjj
㥺	jijuiukjikiiu
㥻	uoouiojkjojkjj
㥼	jijuiuiuukjjjj
㥽	jijuuiuikuuuoj
㥾	jijuiuuiuoikuk
㥿	uiujukoouojjkjj
㦀	jijokjuuuijkkj
㦁	uikuuuijkkjjkjj
㦂	ijojkikuikijkjj
㦃	jijjuojuoouuiu
㦄	juouiojuiojjkjj
㦅	jijuiiuokjkiki
㦆	jijiukoukojouk
㦇	jijjuokiiuukuk
㦈	jijjouuiuikiiu
㦉	jijuiujkuikujou
㦊	jijiuuiuiuuiuui
㦋	jijuojuiuoikuu
㦌	ouukouukouukjkjj
㦍	jijikuikujoukii
㦎	jijkuuuiuikuiuu
㦏	jijkukkukuiiuoj
㦐	jijuuuikuuuojkj
㦑	jijuiuiiuuuouoj
㦒	jijikiiujuuuiku
㦓	jijokjjuojjjjjj
㦔	ikuuokjjuojjjkjj
㦕	jijkkiokjuouuiu
㦖	jijikuuikuujkjj
㦗	jijuiojuiojuuioj
㦘	oikuujukoouojjkjj
㦙	jijikuuikiujjkjj
㦚	jujouuijkjjjujouui
㦛	uikooiuukuuuojjkjj
㦜	jijiuuioijuuuiukj
㦝	ojjokoooikuuokjkjj
㦞	uiukuiuuikuukjjkjj
㦟	ojjokooikuuuiujkjj
㦠	jijiijoujouuiuukj
㦡	jijoikuukkjkkjuioj
㦢	jijoujoujkuukjki
㦣	ooikiuikuukiuukjkjj
㦤	uiujkuikujouokojjkjj
㦥	jijjjkouiuikiiujkjj
㦦	jijikuuikuuoiukuuok
㦧	jijouiuokouiuokikuu
㦨	jijikuuikuuuikjouioj
㦩	jijkkiojjouiukuujkjj
㦪	jijjuuuikujoojjoojkj
㦫	jijouiuokouiuokikuuuoj
㦬	jijikiiukkjjjjoijuuuiu
㦭	jijujkijjojikuikuikuuiojoju
㦮	uuukjo
㦯	ukjukjo
㦰	ojojukjo
㦱	uuuiukjo
㦲	uiukokjo
㦳	uiuuiukjo
㦴	uokjikukjo
㦵	ouuiojukjo
㦶	uukjuiukjo
㦷	kjokuuiukjo
㦸	iuikuuuiukjo
㦹	ikuuuokooukjo
㦺	uouukojukjukjo
㦻	kjjkjjoikuuukjo
㦼	uuuojoiukuuukjo
㦽	uookuuuikuukkkkjo
㦾	ookukik
㦿	ookuuioj
㧀	ookuokkj
㧁	ookuuiukj
㧂	ookuikuiu
㧃	ukuki
㧄	ukuki
㧅	ukuko
㧆	ukuiki
㧇	ukuiku
㧈	ukukuk
㧉	ukuouuk
㧊	ukuuiki
㧋	ukuuojj
㧌	ukuouuk
㧍	ukujuko
㧎	ukuukko
㧏	ukuikoj
㧐	ukukjkj
㧑	ukujokj
㧒	ukujjkoj
㧓	ukuookjj
㧔	ukuuokjo
㧕	ukuokoki
㧖	ukuookuk
㧗	ukuiuiuuk
㧘	iuiuukouuk
㧙	ukujkjjo
㧚	ukuuiukj
㧛	iioujouuk
㧜	ukuuikik
㧝	koikuouuk
㧞	ukuouokj
㧟	ukujjjuk
㧠	ukukjkoj
㧡	ukujukooj
㧢	ukuikuoju
㧣	ukuouuioj
㧤	ukuukjok
㧥	ukuouiuok
㧦	ukuokikuu
㧧	ukujukjoik
㧨	ukuoouiku
㧩	ukuokuiki
㧪	ukuokuokk
㧫	ukuuoikii
㧬	uiuokjouuk
㧭	uiukkiouuk
㧮	ukuoiukuu
㧯	ukuuiuouk
㧰	ukuokkoj
㧱	ojuikuouuk
㧲	ukujjkuioj
㧳	ukuojkoouuk
㧴	ukuoukukjo
㧵	ukuuoijiku
㧶	ukuoikuuuo
㧷	ukuuuojiku
㧸	ukujuikukk
㧹	ukuikuuuukj
㧺	ukukkojikuu
㧻	ukuuokoojoj
㧼	ukuuuiuokoj
㧽	ukuikuiikuu
㧾	ukuokoojkjj
㧿	ukuojojiuoj
㨀	ukuoukuuioj
㨁	ukuuiikuuuu
㨂	ukuuikuuioj
㨃	ukujuikukku
㨄	ukuokuiuiku
㨅	ukuiuuiikoj
㨆	ukuuiojuioj
㨇	jjjokikjouuk
㨈	ukujuojoiuu
㨉	ukukukukikuu
㨊	ukuuouiuokjj
㨋	ukuuiuoikuu
㨌	uiujkouukokkj
㨍	uiuuiuukjouuk
㨎	ukuuoikiiuoj
㨏	ukuikiuojooj
㨐	ukuoiikuuioj
㨑	ukuojkiokokj
㨒	ukuuojuiuuiu
㨓	ukujjkokouui
㨔	ukuuouikukjo
㨕	ukuokkjikiiu
㨖	ukuukjuiuokj
㨗	ukuiukuuiuoj
㨘	ukuioojikuuu
㨙	ukuojjokkjuoj
㨚	ukuiuuiokikuu
㨛	ukuikuuikuuoj
㨜	ukuiukoukjuoj
㨝	ukukuoijookjj
㨞	ukuuuiukkjkoj
㨟	ukuikiuikujou
㨠	ukujkikuujuoj
㨡	ukuikuokoooju
㨢	ukukjokjjukuk
㨣	ukuojkjkjjkjj
㨤	ukuuoijuuuiuk
㨥	ukukkjjjjikoj
㨦	ukuoijuuuiukj
㨧	ukukjuojikuiu
㨨	ukuokjkoikuiu
㨩	ukujuoouiukkj
㨪	ukuikuuijouok
㨫	ukuiioujikiiu
㨬	ukuuiuikuokoj
㨭	ukuookuikukiuk
㨮	ukuoikuuokkuok
㨯	ukujuikukkukki
㨰	ukujuokikuokoj
㨱	ukuokjjjuuuiku
㨲	ukuiuuijjkuioj
㨳	ukujjkuojuikuk
㨴	ukuuiikuuuiouk
㨵	ukujouokuuikko
㨶	ukuoikuuukjjjj
㨷	ukuuiiuikuuuiu
㨸	ukujjkjkjjoiki
㨹	ukuuuuiuuuikuu
㨺	ukuuiiuikiojoj
㨻	uikuuuioouiouuk
㨼	ikuiuokjikuouuk
㨽	ukuuikuikuiuik
㨾	ukujouuiujkkoj
㨿	ukuiukoukokjok
㩀	ukuiukoukokooj
㩁	ukujjkoijuuuiu
㩂	ukuokokuiujjui
㩃	ukujjkuuiiuojjj
㩄	ukuikiikuiujkjj
㩅	ukuuiukikuikuiu
㩆	ukujuikukojuokj
㩇	ukukuuuiuikuiuu
㩈	ukujjkokkuuoiku
㩉	ukuojuikukjjkjj
㩊	ukuojjoikiiuukj
㩋	ukukuuiokkiukui
㩌	ukukukoiikuuuoj
㩍	ukuoujoujuikioj
㩎	ukuikuuokjjuojj
㩏	ukuikjouuiujjjj
㩐	ukuoujoujuiuukj
㩑	ukuuuojouuuiuuu
㩒	ukuuiojuiojuuioj
㩓	oiukuuuiuokkjouuk
㩔	ukukuouiiuojokkj
㩕	ukuujkijjojojukj
㩖	ukuuikuiuuikuiuu
㩗	ukuikioijuuuiuok
㩘	ukujouuiuoukukjo
㩙	ukujjkuuiiuojuiu
㩚	ukuiuuijkuuokoooj
㩛	ukuikuikuuiujukju
㩜	ukuuikuikouuikiiu
㩝	ukujuikujkuokoooj
㩞	ukujoojjoojjkuioj
㩟	ukujjkuuiiuojuioj
㩠	ukujuokiiuukukjjjj
㩡	ukuuoikuuoikuuoiku
㩢	ukuiuuiikiiuuojkjo
㩣	ukukjjkjjjkuikuuui
㩤	ukuuokuuijjukoouoj
㩥	ukuuiuiuuuiuuuukjo
㩦	ukuoijuuuiuikokiku
㩧	ukuikuuuiiuojkjjoj
㩨	ukuuuuiuuuikuujkjj
㩩	ukuukkkojuoikuuuoj
㩪	ukukkjjjjuoikuuuoj
㩫	ukuoouioouiikuuuoj
㩬	ukuiukoukiikiuuukjo
㩭	ukuojojoiuukuujkkku
㩮	ukuuikooiuukuuuojouuk
㩯	ukuoukkjjuouojkkjkoj
㩰	ukuiuuiikuikuikuuioj
㩱	ukuojjoikiiukuukjukj
㩲	ukuiuuiikuikuoijuuuiu
㩳	ukuoijuuuiuoijuuuiukj
㩴	ukuikuuuikuuuoijuuuiu
㩵	ukuiukoukuikuikjouiuojj
㩶	ukuoujoujuojikiojojojoj
㩷	ukujjkuuiiuojiuuuikjjjj
㩸	ukuikuiuikuiuikuiujjkokju
㩹	ukuikuiuikuiuikuiujkikuuu
㩺	ukukuikj
㩻	okuokkuikj
㩼	okjokjuikj
㩽	uikuiojuikj
㩾	ouiiuuiuuuikj
㩿	oukouoj
㪀	uukouoj
㪁	ojukouoj
㪂	ouukiukj
㪃	uikukiukj
㪄	kukoiouoj
㪅	uikojiukj
㪆	okukjiukj
㪇	ouiuokouoj
㪈	uiuuiuouoj
㪉	ojuikuouoj
㪊	kuuoikuiukj
㪋	ikuuuuiiukj
㪌	kjokuuiouoj
㪍	uijkkkuouoj
㪎	uojojojouoj
㪏	oikuuouiiukj
㪐	jkuouojjiukj
㪑	uojikuukiukj
㪒	oiukuuokiukj
㪓	ouiiuuukiukj
㪔	uiojuiojiukj
㪕	iuikuuuiiukj
㪖	kkukjjojiukj
㪗	jujouikuiukj
㪘	ojuikuojouoj
㪙	ikuuuiojouoj
㪚	uiiuikuuouoj
㪛	uiiuuuokkiukj
㪜	ikiuoikiiouoj
㪝	uikjouiojiukj
㪞	ikuuikuuuiukj
㪟	juikuikuuouoj
㪠	joukuuiiojiukj
㪡	jjkouiuikuiukj
㪢	oiuukuuikjouoj
㪣	juikuikikuouoj
㪤	ikuiuuiiuuiouoj
㪥	iukoukikuuuiukj
㪦	jjkuikuiuojouoj
㪧	ojuikukjjkjjiukj
㪨	jouuiujouikuiukj
㪩	kuuiokkiukuiiukj
㪪	uuojouuuiuuuiukj
㪫	iujkuojojikuuuiukj
㪬	kjjkjjoijuuuiuouoj
㪭	iukoukikuiuikiiuiukj
㪮	ujkijjojikuikuikuiukj
㪯	juojuui
㪰	juojjouioj
㪱	juojokikojuoj
㪲	jjuik
㪳	jjuik
㪴	uuokjjui
㪵	jouuijjui
㪶	uoikuujjui
㪷	uikujoujjui
㪸	uiiuuuojjjui
㪹	ikuuikuikoujjui
㪺	uikuuuikuuuojjjui
㪻	juuuikukkjjjjkkjjjjjjui
㪼	uikukooui
㪽	uikuuooui
㪾	okjikuooui
㪿	kiokioooui
㫀	ikuuikuuooui
㫁	kkjkkjuokkooui
㫂	juouiiujjjjooui
㫃	jukooj
㫄	uuokjuko
㫅	jukoojuuoi
㫆	jukoojkoj
㫇	jukoojjjk
㫈	jukoojjjk
㫉	jukookuokk
㫊	jukoouuikuk
㫋	jukoouikuiu
㫌	jukoouuiuiu
㫍	jukoouoiiouoj
㫎	jukooujkuikuuui
㫏	jukoouuikiiukou
㫐	ikuuuk
㫑	ikuuko
㫒	ikuuuoi
㫓	ikuuouk
㫔	ikuuiuu
㫕	ikuuuok
㫖	iuuikuu
㫗	ikuukku
㫘	uoijikuu
㫙	ikuuuuoj
㫚	okooikuu
㫛	ikuuikuok
㫜	ikuuikuuu
㫝	ikuuokuku
㫞	ikuukiikj
㫟	ikuuokiku
㫠	ikuujouui
㫡	ikuuokjjj
㫢	ikuuuiukj
㫣	ikuuikuuk
㫤	ikuujkkoj
㫥	ikuuokjiku
㫦	oiiouojikuu
㫧	ikuujouioj
㫨	ikuujjkkou
㫩	uiiuuiikuu
㫪	uuuojiikuu
㫫	ikuuuiijou
㫬	ikuuokikuu
㫭	ikuuuiuukj
㫮	iuiuukikuu
㫯	ikuuikuuuok
㫰	ikuujkuukoj
㫱	ikuuuiuokoj
㫲	ikuuuijkkku
㫳	uouukojikuu
㫴	ikuuuiuokku
㫵	ikuuouuuiuuu
㫶	ikuukuujkiki
㫷	uiiuuuojikuu
㫸	ikuuukuuiuoj
㫹	ikuuookuooui
㫺	ojojojojikuu
㫻	ikuuojuikuii
㫼	ikuuouuikiik
㫽	ikuukkukjjoj
㫾	ikuuijoikiku
㫿	ikuuoijuuuiu
㬀	ikuujuikukku
㬁	ikuujjjojuiku
㬂	ikuuikuuikiuj
㬃	ikuukjikujooj
㬄	ikuuuouiuokoj
㬅	ikuuikiiujuko
㬆	ikuukukukikuu
㬇	ikuuokikojuoj
㬈	ikuuikuuikiiu
㬉	ikuuuoikiiuoj
㬊	ikuuojjouuokj
㬋	ikuuoikuouuoj
㬌	ikuujuikuukoj
㬍	ikuuuokuuijukj
㬎	ikuukkjkkjjjjj
㬏	ikuuuikuikjoui
㬐	ikuuukjkjuikuu
㬑	ikuujuikukkukki
㬒	ikuuiuuiuojjuoi
㬓	ikuuuikiiuuuioj
㬔	ikuukjjkjjojooo
㬕	ikuuuuiojjouuui
㬖	ikuuookuikuouoj
㬗	ikuuokjjuojjjjjj
㬘	ikuukuuiokkiukui
㬙	ikuuojjookkkjjjj
㬚	ikuuukjokjjouoj
㬛	ikuuojuikukjjkjj
㬜	ukjuiuukjuiuikuu
㬝	ikuujoikijouikuu
㬞	ikuuikiikuuokojk
㬟	okoojoikijouikuu
㬠	ikuuokkuuouojjjjj
㬡	ikuuujkijjojojukj
㬢	ikuujouuiuoukukjo
㬣	ikuuiijoujouuiuukj
㬤	ikuuikuukkjkkjjjjj
㬥	ikuuikikiuojjouioj
㬦	ikuuiuuioijuuuiukj
㬧	ikuuikikiuojkkjkoj
㬨	ikuuuiuokojuiuokoj
㬩	ikuuuuuiuuuikuujkjj
㬪	ikuuikuuikuujjkokju
㬫	uiiuikuiuuukjjjjikuu
㬬	ikuuikuuuikuuuoijuuuiu
㬭	ikuuojjoikiiukuukuukj
㬮	ikuuuiiuikuuuojoijuuuiu
㬯	ikuujukikujouuuiokjjiku
㬰	ikuuoj
㬱	ouiuokouiuokikuu
㬲	uikuuojjouojikiiu
㬳	okuuouui
㬴	okuuuiiuoj
㬵	ikuujuojoj
㬶	okuuouiuiku
㬷	okuuikuioju
㬸	okuuiuuioiuk
㬹	okjjojjokuuk
㬺	okuujouuojiki
㬻	okuuiuuijukoik
㬼	uookuuouikuuokj
㬽	okuuikuikuikuuk
㬾	uouuojkokkjokuu
㬿	okuujuikukkuouoj
㭀	okuuoujoujuiojoju
㭁	uiojok
㭂	uiojkoj
㭃	uiojkkj
㭄	uiojiku
㭅	uiojuuu
㭆	okuuioj
㭇	uiojkjok
㭈	uiojkuoj
㭉	iuuiuioj
㭊	uiojoiuk
㭋	uiojouui
㭌	uiojouui
㭍	jjukuioj
㭎	uiojikoj
㭏	uiojuuki
㭐	uojuuioj
㭑	uiojuuioj
㭒	uiojikuku
㭓	uiojkjuoi
㭔	uiojojouk
㭕	uiojuiukj
㭖	uiojoiukj
㭗	uiojikiiu
㭘	uiojojuiku
㭙	uiojuiuukj
㭚	uiojouokoj
㭛	uiojoookoj
㭜	uiojuuokjo
㭝	uiojuiojok
㭞	uiojkojoko
㭟	uiiuojuioj
㭠	uiojouiuok
㭡	uiojoikoju
㭢	uiojuuoiik
㭣	uiojijkiku
㭤	uiojokjku
㭥	uiojokikoj
㭦	uiojjjkouk
㭧	ookjjuuioj
㭨	uiojukkokki
㭩	uiojojjoukj
㭪	uiojuokuuij
㭫	uiojojojuiu
㭬	uiojuokoooj
㭭	uiojikuokik
㭮	uiojkkkuokj
㭯	uiojuiiuuuk
㭰	iuiuukuikioj
㭱	uiojuikuuik
㭲	uiojojojiku
㭳	uiojuiuokku
㭴	uiojiikjuiu
㭵	uiojokikuiu
㭶	uiojiuuijuko
㭷	uiojikuiuko
㭸	uiojokikuokj
㭹	uiojkukjukkj
㭺	uiojuojikuuk
㭻	uiojijoikiku
㭼	uiojkkojikuu
